Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Incubation Center,Name of the startup,Location of company,Sector,Company profile,Year,Allocation of Funds under SISFS (in Rs. crore),Funds Approved under SISFS (in Rs. crore),States/UT,2020,2021,2022,Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
,,,,,,,,,,,,,,,,,,,,2217.0,06/11/2015,SparesHub,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"4,60,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2218.0,06/11/2015,Explara,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"4,90,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2219.0,06/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,,2nd seed funding
,,,,,,,,,,,,,,,,,,,,2220.0,06/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"1,50,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2221.0,09/11/2015,AppVirality,Mobile Growth Hacking\\nPlatform,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"5,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2222.0,09/11/2015,iStar Skill Development,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"15,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2223.0,09/11/2015,BigStylist.com,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,"10,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2224.0,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"19,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2225.0,09/11/2015,Didi,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2226.0,09/11/2015,Skoov.com,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2227.0,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"60,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2228.0,11/11/2015,Gingercrush,Product Customization Platform,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2229.0,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"6,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2230.0,11/11/2015,6Degree,Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2231.0,11/11/2015,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2232.0,11/11/2015,Grab,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2233.0,12/11/2015,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,"2,50,000",
,,,,,,,,,,,,,,,,,,,,2234.0,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2235.0,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,"37,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2236.0,16/11/2015,Absentia,Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"1,80,000",
,,,,,,,,,,,,,,,,,,,,2237.0,16/11/2015,Renowala,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2238.0,16/11/2015,TaskBucks,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,"1,50,00,000",Strategic Investment
,,,,,,,,,,,,,,,,,,,,2239.0,17/11/2015,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"3,40,00,000",Series C
,,,,,,,,,,,,,,,,,,,,2240.0,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"6,00,000",
,,,,,,,,,,,,,,,,,,,,2241.0,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,"75,00,000",
,,,,,,,,,,,,,,,,,,,,2242.0,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"2,00,000",
,,,,,,,,,,,,,,,,,,,,2243.0,17/11/2015,BiBox,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,"5,30,000",
,,,,,,,,,,,,,,,,,,,,2244.0,17/11/2015,Convegenius,Mobile Learning Solutions,Noida / Singapore,Enablers platform,Seed Funding,"3,00,000",
,,,,,,,,,,,,,,,,,,,,2245.0,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"50,00,00,000",Series F ( More Details Here)
,,,,,,,,,,,,,,,,,,,,2246.0,18/11/2015,Goodbox,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,"25,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2247.0,18/11/2015,ScoopWhoop,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,"40,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2248.0,18/11/2015,Hipship,Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2249.0,18/11/2015,Pickrr,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2250.0,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2251.0,19/11/2015,AHA Taxis,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2252.0,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"2,50,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2253.0,19/11/2015,SenseGiz,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"5,00,000",
,,,,,,,,,,,,,,,,,,,,2254.0,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2255.0,19/11/2015,Fourseven,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,"4,55,000",
,,,,,,,,,,,,,,,,,,,,2256.0,20/11/2015,MindTickle,Sales & Productivity Software,Pune / US,New Enterprise Associates,Private Equity,"1,25,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2257.0,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2258.0,20/11/2015,Medinfi,Health-Tech platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"3,05,000",
,,,,,,,,,,,,,,,,,,,,2259.0,20/11/2015,OUWT,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2260.0,20/11/2015,HeyPillow,Online Real Estate Marketplace,Bangalore,Hampton Capital,Private Equity,"30,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2261.0,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2262.0,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"12,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2263.0,21/11/2015,Talkoot,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2264.0,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,"20,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2265.0,23/11/2015,Medikoe,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2266.0,24/11/2015,Stylofie,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,"2,50,000",
,,,,,,,,,,,,,,,,,,,,2267.0,24/11/2015,ServX,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2268.0,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"5,20,00,000",Late Stage
,,,,,,,,,,,,,,,,,,,,2269.0,24/11/2015,Crayon Data,Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2270.0,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal,Seed Funding,"15,00,000",
,,,,,,,,,,,,,,,,,,,,2271.0,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"1,10,000",
,,,,,,,,,,,,,,,,,,,,2272.0,25/11/2015,S Chand,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,"2,70,00,000",
,,,,,,,,,,,,,,,,,,,,2273.0,26/11/2015,Stelae,Content Management Software Solutions,Chennai,Earlsfield Capital,Private Equity,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2274.0,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"1,34,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2275.0,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"12,00,00,000",Late Stage
,,,,,,,,,,,,,,,,,,,,2276.0,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"10,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2277.0,26/11/2015,KountMoney,Online Lending Marketplace,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2278.0,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2279.0,27/11/2015,JustRide,Self Driven Rental Car Platform,Mumbai,,Private Equity,"20,00,000",Pre-Series A bridge round
,,,,,,,,,,,,,,,,,,,,2280.0,27/11/2015,Fastudent,Education Content etailer,Noida,Ashish Gupta,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2281.0,27/11/2015,LearnOn,Clud based Learning platform,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2282.0,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,New Delhi,Unigrowth Inc,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2283.0,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2284.0,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,"14,50,000",
,,,,,,,,,,,,,,,,,,,,2285.0,30/11/2015,Superhero Brands,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,"5,40,000",
,,,,,,,,,,,,,,,,,,,,2286.0,30/11/2015,MoMagic,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,,Strategic Investment
,,,,,,,,,,,,,,,,,,,,2287.0,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"90,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2288.0,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,New Delhi,Undisclosed investors,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2289.0,30/11/2015,Bro4U,Hyperlocal Online Home services provider,Bangalore,Sargod Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2290.0,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2291.0,01/10/2015,Wydr,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2292.0,01/10/2015,EasyFix,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2293.0,01/10/2015,Muvizz,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"3,50,000",
,,,,,,,,,,,,,,,,,,,,2294.0,01/10/2015,Abhibus,us ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,,Strategic Investment
,,,,,,,,,,,,,,,,,,,,2295.0,01/10/2015,Cleartax,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,,
,,,,,,,,,,,,,,,,,,,,2296.0,02/10/2015,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,"20,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2297.0,03/10/2015,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,"60,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2298.0,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"95,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2299.0,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,"1,50,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2300.0,05/10/2015,IndiaLends,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"10,00,000",Pre-Series A Bridge round
,,,,,,,,,,,,,,,,,,,,2301.0,05/10/2015,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2302.0,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"7,00,000",
,,,,,,,,,,,,,,,,,,,,2303.0,06/10/2015,WorkIndia,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"5,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2304.0,06/10/2015,SportzVillage,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"1,00,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2305.0,06/10/2015,SportyBeans,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2306.0,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"5,00,000",Bridge Round
,,,,,,,,,,,,,,,,,,,,2307.0,06/10/2015,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,"60,00,000",Pre-Series A
,,,,,,,,,,,,,,,,,,,,2308.0,07/10/2015,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,"30,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2309.0,07/10/2015,Naturally Yours,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2310.0,07/10/2015,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,"2,00,00,000",Strategic Funding (Series C)
,,,,,,,,,,,,,,,,,,,,2311.0,07/10/2015,Scandid,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,Strategic Funding
,,,,,,,,,,,,,,,,,,,,2312.0,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2313.0,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,"20,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2314.0,08/10/2015,Cube26,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"77,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2315.0,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,Series B
,,,,,,,,,,,,,,,,,,,,2316.0,08/10/2015,Grabhouse,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"1,00,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2317.0,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"3,10,000",
,,,,,,,,,,,,,,,,,,,,2318.0,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",
,,,,,,,,,,,,,,,,,,,,2319.0,09/10/2015,Curofy,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,Pre-Series A
,,,,,,,,,,,,,,,,,,,,2320.0,09/10/2015,Cloud Lending,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,"80,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2321.0,09/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"3,00,000",
,,,,,,,,,,,,,,,,,,,,2322.0,09/10/2015,WoNoBo,360-degree view creating platform,Bangalore,Quikr,Private Equity,,Strategic Funding
,,,,,,,,,,,,,,,,,,,,2323.0,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2324.0,09/10/2015,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,"77,000",
,,,,,,,,,,,,,,,,,,,,2325.0,12/10/2015,Zify,Ride Sharing platform,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,"1,90,000",
,,,,,,,,,,,,,,,,,,,,2326.0,12/10/2015,Faircent,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2327.0,12/10/2015,Bizongo,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2328.0,12/10/2015,Gridle,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2329.0,12/10/2015,Tripoto,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2330.0,12/10/2015,Mubble,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2331.0,13/10/2015,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,"10,00,000",
,,,,,,,,,,,,,,,,,,,,2332.0,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"25,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2333.0,14/10/2015,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,"50,000",
,,,,,,,,,,,,,,,,,,,,2334.0,14/10/2015,Gaana.com,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,Strategic Funding
,,,,,,,,,,,,,,,,,,,,2335.0,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",
,,,,,,,,,,,,,,,,,,,,2336.0,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2337.0,15/10/2015,Bounty App,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2338.0,16/10/2015,Homers.in,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2339.0,16/10/2015,mShipper,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2340.0,16/10/2015,BolRealty,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2341.0,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,"10,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2342.0,19/10/2015,LetsVenture,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,Series A
,,,,,,,,,,,,,,,,,,,,2343.0,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"2,50,00,000",Series C
,,,,,,,,,,,,,,,,,,,,2344.0,19/10/2015,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2345.0,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2346.0,20/10/2015,Opinio,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"70,00,000",Series A
,,,,,,,,,,,,,,,,,,,,2347.0,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"1,00,00,000",Series B
,,,,,,,,,,,,,,,,,,,,2348.0,20/10/2015,iChef.in,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,,
,,,,,,,,,,,,,,,,,,,,2349.0,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2350.0,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"29,50,000",
,,,,,,,,,,,,,,,,,,,,2351.0,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"15,30,000",Series A
,,,,,,,,,,,,,,,,,,,,2352.0,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"1,00,000",
,,,,,,,,,,,,,,,,,,,,2353.0,21/10/2015,Zenify.in,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"6,40,000",
,,,,,,,,,,,,,,,,,,,,2354.0,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,
,,,,,,,,,,,,,,,,,,,,2355.0,23/10/2015,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,"1,50,000",Bridge Round
,,,,,,,,,,,,,,,,,,,,2356.0,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,"1,50,000",
,,,,,,,,,,,,,,,,,,,,2357.0,23/10/2015,Frsh,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"10,00,000",Bridge Round
,,,,,,,,,,,,,,,,,,,,2358.0,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"2,50,000",
,,,,,,,,,,,,,,,,,,,,2359.0,26/10/2015,Parcelled,Online Logistics Platform,Bangalore,Delhivery,Private Equity,"50,00,000",
,,,,,,,,,,,,,,,,,,,,2360.0,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"4,00,000",
